mother_query_name,sql,relations,joins,wheres,true_cardinality,postgres_estimate,postgres_optimization_time,execution_time
24b,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0010340213775634,0.0009520053863525
25a,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.00136399269104,0.0010991096496582
25a,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0009500980377197,0.0010321140289306
25a,SELECT * FROM movie_info mi WHERE mi.info = 'Horror',['movie_info'],[],"[""mi.info = 'Horror'""]",30801,27264.0,0.0023500919342041,0.3178188800811767
25a,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.000972032546997,0.0995349884033203
25b,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0013041496276855,0.0009517669677734
25b,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0023622512817382,0.0011000633239746
25b,SELECT * FROM movie_info mi WHERE mi.info = 'Horror',['movie_info'],[],"[""mi.info = 'Horror'""]",30801,27264.0,0.0016441345214843,0.313183069229126
25b,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0011568069458007,0.1006288528442382
25c,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0042731761932373,0.0008931159973144
25c,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0007398128509521,0.0006229877471923
25c,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0010523796081542,0.0992140769958496
26a,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.000760793685913,0.0005660057067871
26a,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0016579627990722,0.0007319450378417
26a,SELECT * FROM kind_type kt WHERE kt.kind = 'movie',['kind_type'],[],"[""kt.kind = 'movie'""]",1,5.0,0.001129150390625,0.0008678436279296
26b,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.0010151863098144,0.0006201267242431
26b,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0014569759368896,0.000990867614746
26b,SELECT * FROM kind_type kt WHERE kt.kind = 'movie',['kind_type'],[],"[""kt.kind = 'movie'""]",1,5.0,0.0010566711425781,0.0008809566497802
26c,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.0007898807525634,0.0005548000335693
26c,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0012037754058837,0.0006639957427978
26c,SELECT * FROM kind_type kt WHERE kt.kind = 'movie',['kind_type'],[],"[""kt.kind = 'movie'""]",1,5.0,0.0011889934539794,0.0007119178771972
27a,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind = 'complete',['comp_cast_type'],[],"[""cct2.kind = 'complete'""]",1,4.0,0.0006062984466552,0.0006351470947265
27a,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0009701251983642,0.0010499954223632
27a,SELECT * FROM keyword k WHERE k.keyword ='sequel',['keyword'],[],"[""k.keyword ='sequel'""]",1,1.0,0.0015311241149902,0.0050899982452392
27b,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind = 'complete',['comp_cast_type'],[],"[""cct2.kind = 'complete'""]",1,4.0,0.0004711151123046,0.0003480911254882
27b,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0012612342834472,0.000694990158081
27b,SELECT * FROM keyword k WHERE k.keyword ='sequel',['keyword'],[],"[""k.keyword ='sequel'""]",1,1.0,0.000655174255371,0.0051820278167724
27b,SELECT * FROM title t WHERE t.production_year = 1998,['title'],[],['t.production_year = 1998'],46583,44504.0,0.0017940998077392,0.0507771968841552
27c,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.0010087490081787,0.0006570816040039
27c,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0012810230255126,0.0008559226989746
27c,SELECT * FROM keyword k WHERE k.keyword ='sequel',['keyword'],[],"[""k.keyword ='sequel'""]",1,1.0,0.0006468296051025,0.0051229000091552
28a,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'crew',['comp_cast_type'],[],"[""cct1.kind = 'crew'""]",1,4.0,0.0009260177612304,0.0007450580596923
28a,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind != 'complete+verified',['comp_cast_type'],[],"[""cct2.kind != 'complete+verified'""]",3,706.0,0.0005998611450195,0.0010030269622802
28a,SELECT * FROM company_name cn WHERE cn.country_code != '[us]',['company_name'],[],"[""cn.country_code != '[us]'""]",126230,125481.0,0.0005700588226318,0.014441967010498
28a,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.0007002353668212,0.0004730224609375
28a,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0004529953002929,0.0004003047943115
28b,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'crew',['comp_cast_type'],[],"[""cct1.kind = 'crew'""]",1,4.0,0.0008318424224853,0.0005850791931152
28b,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind != 'complete+verified',['comp_cast_type'],[],"[""cct2.kind != 'complete+verified'""]",3,706.0,0.0004570484161376,0.0004060268402099
28b,SELECT * FROM company_name cn WHERE cn.country_code != '[us]',['company_name'],[],"[""cn.country_code != '[us]'""]",126230,125481.0,0.0003561973571777,0.0140841007232666
28b,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.001288890838623,0.000972032546997
28b,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0008790493011474,0.0008280277252197
28c,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.000809907913208,0.0004520416259765
28c,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind = 'complete',['comp_cast_type'],[],"[""cct2.kind = 'complete'""]",1,4.0,0.0004627704620361,0.0007328987121582
28c,SELECT * FROM company_name cn WHERE cn.country_code != '[us]',['company_name'],[],"[""cn.country_code != '[us]'""]",126230,125481.0,0.0005130767822265,0.0139310359954833
28c,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.0012338161468505,0.0008940696716308
28c,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.00126314163208,0.0038459300994873
29a,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind ='cast',['comp_cast_type'],[],"[""cct1.kind ='cast'""]",1,4.0,0.0007178783416748,0.0004761219024658
29a,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.000417947769165,0.0003778934478759
29a,SELECT * FROM char_name chn WHERE chn.name = 'Queen',['char_name'],[],"[""chn.name = 'Queen'""]",1,1.0,0.0004911422729492,0.054002046585083
29a,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0012669563293457,0.0147242546081542
29a,SELECT * FROM info_type it WHERE it.info = 'release dates',['info_type'],[],"[""it.info = 'release dates'""]",1,1.0,0.0008027553558349,0.000676155090332
29a,SELECT * FROM info_type it3 WHERE it3.info = 'trivia',['info_type'],[],"[""it3.info = 'trivia'""]",1,1.0,0.0007202625274658,0.0011117458343505
29a,SELECT * FROM keyword k WHERE k.keyword = 'computer-animation',['keyword'],[],"[""k.keyword = 'computer-animation'""]",1,1.0,0.0004496574401855,0.0049560070037841
29a,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0014348030090332,0.0034458637237548
29b,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind ='cast',['comp_cast_type'],[],"[""cct1.kind ='cast'""]",1,4.0,0.0009682178497314,0.0005888938903808
29b,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.0005600452423095,0.0004901885986328
29b,SELECT * FROM char_name chn WHERE chn.name = 'Queen',['char_name'],[],"[""chn.name = 'Queen'""]",1,1.0,0.0004630088806152,0.052649974822998
29b,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0013561248779296,0.0134539604187011
29b,SELECT * FROM info_type it WHERE it.info = 'release dates',['info_type'],[],"[""it.info = 'release dates'""]",1,1.0,0.0011260509490966,0.0009739398956298
29b,SELECT * FROM info_type it3 WHERE it3.info = 'height',['info_type'],[],"[""it3.info = 'height'""]",1,1.0,0.0010507106781005,0.0009641647338867
29b,SELECT * FROM keyword k WHERE k.keyword = 'computer-animation',['keyword'],[],"[""k.keyword = 'computer-animation'""]",1,1.0,0.0008618831634521,0.0052881240844726
29b,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0013740062713623,0.0009207725524902
29c,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind ='cast',['comp_cast_type'],[],"[""cct1.kind ='cast'""]",1,4.0,0.0009129047393798,0.0011956691741943
29c,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.0008139610290527,0.0009350776672363
29c,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0013113021850585,0.0138521194458007
29c,SELECT * FROM info_type it WHERE it.info = 'release dates',['info_type'],[],"[""it.info = 'release dates'""]",1,1.0,0.001176118850708,0.0009169578552246
29c,SELECT * FROM info_type it3 WHERE it3.info = 'trivia',['info_type'],[],"[""it3.info = 'trivia'""]",1,1.0,0.0009398460388183,0.0008637905120849
29c,SELECT * FROM keyword k WHERE k.keyword = 'computer-animation',['keyword'],[],"[""k.keyword = 'computer-animation'""]",1,1.0,0.0009169578552246,0.0053303241729736
29c,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0011470317840576,0.0009918212890625
2a,SELECT * FROM company_name cn WHERE cn.country_code ='[de]',['company_name'],[],"[""cn.country_code ='[de]'""]",9775,9729.0,0.0008230209350585,0.0119979381561279
2a,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0009682178497314,0.005342960357666
2b,SELECT * FROM company_name cn WHERE cn.country_code ='[nl]',['company_name'],[],"[""cn.country_code ='[nl]'""]",2340,2217.0,0.0011801719665527,0.0135281085968017
2b,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0012121200561523,0.0049750804901123
2c,SELECT * FROM company_name cn WHERE cn.country_code ='[sm]',['company_name'],[],"[""cn.country_code ='[sm]'""]",1,24.0,0.0011041164398193,0.0122621059417724
2c,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0010900497436523,0.0051290988922119
2d,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0010390281677246,0.0135910511016845
2d,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0011200904846191,0.0051751136779785
30a,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.000582218170166,0.0005660057067871
30a,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0013220310211181,0.0010139942169189
30a,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0010538101196289,0.0008728504180908
30a,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0020108222961425,0.1018190383911132
30b,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.0004711151123046,0.000392198562622
30b,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0008230209350585,0.0005280971527099
30b,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0004417896270751,0.0004072189331054
30b,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0013329982757568,0.1018519401550293
30c,SELECT * FROM comp_cast_type cct1 WHERE cct1.kind = 'cast',['comp_cast_type'],[],"[""cct1.kind = 'cast'""]",1,4.0,0.0008201599121093,0.0005171298980712
30c,SELECT * FROM comp_cast_type cct2 WHERE cct2.kind ='complete+verified',['comp_cast_type'],[],"[""cct2.kind ='complete+verified'""]",1,4.0,0.0004510879516601,0.0003869533538818
30c,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0014548301696777,0.0010108947753906
30c,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0009601116180419,0.0009219646453857
30c,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0015978813171386,0.1008577346801757
31a,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0011391639709472,0.00089693069458
31a,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0008387565612792,0.0008800029754638
31a,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0009019374847412,0.0989880561828613
31b,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0010738372802734,0.0009632110595703
31b,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0009710788726806,0.000777244567871
31b,SELECT * FROM name n WHERE n.gender = 'm',['name'],[],"[""n.gender = 'm'""]",1739579,1742340.0,0.0011188983917236,0.0985829830169677
31c,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0008478164672851,0.0006318092346191
31c,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0009112358093261,0.0008521080017089
32a,"SELECT * FROM keyword k WHERE k.keyword ='10,000-mile-club'",['keyword'],[],"[""k.keyword ='10,000-mile-club'""]",1,1.0,0.0013120174407958,0.0051550865173339
32b,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0008308887481689,0.0051000118255615
33a,SELECT * FROM company_name cn1 WHERE cn1.country_code = '[us]',['company_name'],[],"[""cn1.country_code = '[us]'""]",84843,85750.0,0.0009090900421142,0.0134820938110351
33a,SELECT * FROM info_type it1 WHERE it1.info = 'rating',['info_type'],[],"[""it1.info = 'rating'""]",1,1.0,0.0012991428375244,0.0010428428649902
33a,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0009090900421142,0.0008518695831298
33b,SELECT * FROM company_name cn1 WHERE cn1.country_code = '[nl]',['company_name'],[],"[""cn1.country_code = '[nl]'""]",2340,2217.0,0.0011639595031738,0.0117959976196289
33b,SELECT * FROM info_type it1 WHERE it1.info = 'rating',['info_type'],[],"[""it1.info = 'rating'""]",1,1.0,0.0012469291687011,0.0009658336639404
33b,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0046362876892089,0.0009188652038574
33b,SELECT * FROM title t2 WHERE t2.production_year = 2007,['title'],[],['t2.production_year = 2007'],119565,117835.0,0.0015790462493896,0.0529191493988037
33c,SELECT * FROM company_name cn1 WHERE cn1.country_code != '[us]',['company_name'],[],"[""cn1.country_code != '[us]'""]",126230,125481.0,0.0011799335479736,0.013913869857788
33c,SELECT * FROM info_type it1 WHERE it1.info = 'rating',['info_type'],[],"[""it1.info = 'rating'""]",1,1.0,0.001033067703247,0.0006899833679199
33c,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0007250308990478,0.000648021697998
4a,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0011000633239746,0.0007143020629882
4b,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0013017654418945,0.0008039474487304
4c,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0010590553283691,0.0008337497711181
5a,SELECT * FROM company_type ct WHERE ct.kind = 'production companies',['company_type'],[],"[""ct.kind = 'production companies'""]",1,4.0,0.0012507438659667,0.0008509159088134
5b,SELECT * FROM company_type ct WHERE ct.kind = 'production companies',['company_type'],[],"[""ct.kind = 'production companies'""]",1,4.0,0.0011272430419921,0.0005748271942138
5c,SELECT * FROM company_type ct WHERE ct.kind = 'production companies',['company_type'],[],"[""ct.kind = 'production companies'""]",1,4.0,0.0009829998016357,0.0006990432739257
6a,SELECT * FROM keyword k WHERE k.keyword = 'marvel-cinematic-universe',['keyword'],[],"[""k.keyword = 'marvel-cinematic-universe'""]",1,1.0,0.0010898113250732,0.0056381225585937
6c,SELECT * FROM keyword k WHERE k.keyword = 'marvel-cinematic-universe',['keyword'],[],"[""k.keyword = 'marvel-cinematic-universe'""]",1,1.0,0.0010607242584228,0.0050430297851562
6e,SELECT * FROM keyword k WHERE k.keyword = 'marvel-cinematic-universe',['keyword'],[],"[""k.keyword = 'marvel-cinematic-universe'""]",1,1.0,0.0007719993591308,0.0048372745513916
7a,SELECT * FROM info_type it WHERE it.info ='mini biography',['info_type'],[],"[""it.info ='mini biography'""]",1,1.0,0.0019152164459228,0.0007209777832031
7a,SELECT * FROM link_type lt WHERE lt.link ='features',['link_type'],[],"[""lt.link ='features'""]",1,4.0,0.0006711483001708,0.0006492137908935
7a,SELECT * FROM person_info pi WHERE pi.note ='Volker Boehm',['person_info'],[],"[""pi.note ='Volker Boehm'""]",64,29.0,0.0014700889587402,0.7495310306549072
7b,SELECT * FROM info_type it WHERE it.info ='mini biography',['info_type'],[],"[""it.info ='mini biography'""]",1,1.0,0.0007789134979248,0.0004427433013916
7b,SELECT * FROM link_type lt WHERE lt.link ='features',['link_type'],[],"[""lt.link ='features'""]",1,4.0,0.0004060268402099,0.0005271434783935
7b,SELECT * FROM person_info pi WHERE pi.note ='Volker Boehm',['person_info'],[],"[""pi.note ='Volker Boehm'""]",64,29.0,0.0007927417755126,0.1189901828765869
7c,SELECT * FROM info_type it WHERE it.info ='mini biography',['info_type'],[],"[""it.info ='mini biography'""]",1,1.0,0.0008201599121093,0.0004849433898925
8a,SELECT * FROM cast_info ci WHERE ci.note ='(voice: English version)',['cast_info'],[],"[""ci.note ='(voice: English version)'""]",93095,91784.0,0.0014009475708007,1.0795352458953855
8a,SELECT * FROM company_name cn WHERE cn.country_code ='[jp]',['company_name'],[],"[""cn.country_code ='[jp]'""]",6752,6972.0,0.0018730163574218,0.0222320556640625
8a,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0013961791992187,0.0010302066802978
8b,SELECT * FROM cast_info ci WHERE ci.note ='(voice: English version)',['cast_info'],[],"[""ci.note ='(voice: English version)'""]",93095,91784.0,0.0010919570922851,0.5716431140899658
8b,SELECT * FROM company_name cn WHERE cn.country_code ='[jp]',['company_name'],[],"[""cn.country_code ='[jp]'""]",6752,6972.0,0.0015647411346435,0.0123109817504882
8b,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0009379386901855,0.0007839202880859
8c,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0008101463317871,0.013355016708374
8c,SELECT * FROM role_type rt WHERE rt.role ='writer',['role_type'],[],"[""rt.role ='writer'""]",1,4.0,0.0006217956542968,0.0004210472106933
8d,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0006318092346191,0.0130369663238525
8d,SELECT * FROM role_type rt WHERE rt.role ='costume designer',['role_type'],[],"[""rt.role ='costume designer'""]",1,4.0,0.0007591247558593,0.0005679130554199
9a,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0015552043914794,0.0135600566864013
9a,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0009510517120361,0.0011777877807617
9b,SELECT * FROM cast_info ci WHERE ci.note = '(voice)',['cast_info'],[],"[""ci.note = '(voice)'""]",713828,705290.0,0.0013110637664794,0.5609219074249268
9b,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0013871192932128,0.0135529041290283
9b,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0013470649719238,0.0009889602661132
9c,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0013270378112792,0.0150032043457031
9c,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.0013179779052734,0.0009520053863525
9d,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.00136399269104,0.0139520168304443
9d,SELECT * FROM name n WHERE n.gender ='f',['name'],[],"[""n.gender ='f'""]",961555,948624.0,0.0013401508331298,0.0904719829559326
9d,SELECT * FROM role_type rt WHERE rt.role ='actress',['role_type'],[],"[""rt.role ='actress'""]",1,4.0,0.001317024230957,0.001101016998291
